support,itemsets
0.25733333333333336,"frozenset({'Dried durum pasta', 'Wheat bread and rolls, white (refined flour)'})"
0.24166666666666667,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, white (refined flour)'})"
0.283,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, white (refined flour)'})"
0.4246666666666667,"frozenset({'Cow milk, whole', 'Olive oil, virgin or extra-virgin'})"
0.32183333333333336,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cow milk, whole'})"
0.32166666666666666,"frozenset({'Sucrose (common sugar)', 'Cow milk, whole'})"
0.283,"frozenset({'Natural mineral water', 'Cow milk, whole'})"
0.24783333333333332,"frozenset({'Dried durum pasta', 'Cow milk, whole'})"
0.186,"frozenset({'Cow milk, whole', 'Wheat bread and rolls, white (refined flour)'})"
0.2693333333333333,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.2445,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.19833333333333333,"frozenset({'Parsley', 'Cow milk, whole'})"
0.21166666666666667,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Cow milk, whole'})"
0.2811666666666667,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.21516666666666667,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.21266666666666667,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.18533333333333332,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Natural mineral water'})"
0.1725,"frozenset({'Wheat flour white', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.14783333333333334,"frozenset({'Dried durum pasta', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.1365,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.12333333333333334,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, white (refined flour)'})"
0.13383333333333333,"frozenset({'Tap water', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.19833333333333333,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.15066666666666667,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.14633333333333334,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Parsley'})"
0.13766666666666666,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.13016666666666668,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.13,"frozenset({'Florence fennels, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.10433333333333333,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Florence fennels, PROCESS= Raw, no heat treatment'})"
0.10183333333333333,"frozenset({'Florence fennels, PROCESS= Raw, no heat treatment', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.10833333333333334,"frozenset({'Bottled drinking water', 'Olive oil, virgin or extra-virgin'})"
0.42816666666666664,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Olive oil, virgin or extra-virgin'})"
0.3268333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Sucrose (common sugar)'})"
0.31433333333333335,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.28833333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Natural mineral water'})"
0.2718333333333333,"frozenset({'Dried durum pasta', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.28983333333333333,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.19383333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Wheat bread and rolls, white (refined flour)'})"
0.1935,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Parsley'})"
0.23866666666666667,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.409,"frozenset({'Tap water', 'Olive oil, virgin or extra-virgin'})"
0.3065,"frozenset({'Tap water', 'Sucrose (common sugar)'})"
0.29783333333333334,"frozenset({'Tap water', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.25633333333333336,"frozenset({'Dried durum pasta', 'Tap water'})"
0.185,"frozenset({'Tap water', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.145,"frozenset({'Tap water', 'Natural mineral water'})"
0.18333333333333332,"frozenset({'Tap water', 'Cow milk, whole'})"
0.17716666666666667,"frozenset({'Tap water', 'Wheat bread and rolls, white (refined flour)'})"
0.2555,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Tap water'})"
0.2245,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Tap water'})"
0.19583333333333333,"frozenset({'Tap water', 'Parsley'})"
0.2831666666666667,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.22433333333333333,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Globe tomato, PROCESS= Raw, no heat treatment'})"
0.20466666666666666,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.1925,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Natural mineral water'})"
0.15183333333333332,"frozenset({'Dried durum pasta', 'Globe tomato, PROCESS= Raw, no heat treatment'})"
0.1155,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.10716666666666666,"frozenset({'Tap water', 'Globe tomato, PROCESS= Raw, no heat treatment'})"
0.16833333333333333,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Globe tomato, PROCESS= Raw, no heat treatment'})"
0.15433333333333332,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.14716666666666667,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Globe tomato, PROCESS= Raw, no heat treatment'})"
0.12666666666666668,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Parsley'})"
0.1225,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.11366666666666667,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.1295,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, white (refined flour)'})"
0.18783333333333332,"frozenset({'Meat extract', 'Olive oil, virgin or extra-virgin'})"
0.142,"frozenset({'Sucrose (common sugar)', 'Meat extract'})"
0.13833333333333334,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Meat extract'})"
0.13,"frozenset({'Natural mineral water', 'Meat extract'})"
0.1175,"frozenset({'Tap water', 'Meat extract'})"
0.10233333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Meat extract'})"
0.1385,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Meat extract'})"
0.10566666666666667,"frozenset({'Main-crop potatoes, PROCESS= Unprocessed', 'Meat extract'})"
0.14816666666666667,"frozenset({'Calf fresh meat, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.11066666666666666,"frozenset({'Calf fresh meat, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.1105,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Calf fresh meat, PROCESS= Raw, no heat treatment'})"
0.122,"frozenset({'Croissant, PLACE= Food industry prepared', 'Olive oil, virgin or extra-virgin'})"
0.1015,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Croissant, PLACE= Food industry prepared'})"
0.38766666666666666,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Olive oil, virgin or extra-virgin'})"
0.322,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Dried durum pasta'})"
0.28833333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Sucrose (common sugar)'})"
0.278,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.2475,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Natural mineral water'})"
0.1785,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Wheat bread and rolls, white (refined flour)'})"
0.17516666666666666,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cow milk, whole'})"
0.15983333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Tap water'})"
0.3466666666666667,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel'})"
0.2685,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel'})"
0.14783333333333334,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.147,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Parsley'})"
0.18983333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.2785,"frozenset({'Wine, red', 'Olive oil, virgin or extra-virgin'})"
0.24033333333333334,"frozenset({'Wine, red', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.22133333333333333,"frozenset({'Wine, red', 'Sucrose (common sugar)'})"
0.1805,"frozenset({'Dried durum pasta', 'Wine, red'})"
0.179,"frozenset({'Wine, red', 'Natural mineral water'})"
0.1355,"frozenset({'Wine, red', 'Wheat bread and rolls, white (refined flour)'})"
0.13333333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Wine, red'})"
0.11883333333333333,"frozenset({'Wine, red', 'Cow milk, whole'})"
0.11466666666666667,"frozenset({'Wine, red', 'Tap water'})"
0.10916666666666666,"frozenset({'Wine, red', 'Wheat flour white'})"
0.2005,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Wine, red'})"
0.1445,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Wine, red'})"
0.13083333333333333,"frozenset({'Wine, red', 'Parsley'})"
0.12766666666666668,"frozenset({'Wine, red', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.10333333333333333,"frozenset({'Wine, red', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.14316666666666666,"frozenset({'Wine, red', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.23066666666666666,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
